001	639.txt:2;430.txt:2;1100.txt:2;1308.txt:2;817.txt:2;307.txt:2;896.txt:2;546.txt:2;646.txt:2;303.txt:2;347.txt:2;393.txt:2;348.txt:2;1109.txt:2;937.txt:2;541.txt:2;1385.txt:2;892.txt:2;1317.txt:2;585.txt:2;632.txt:2;1315.txt:2;175.txt:2;709.txt:2;912.txt:2;1018.txt:2;447.txt:2;551.txt:2;1405.txt:2;29.txt:2;
0	29.txt:11;
001	1353.txt:2;778.txt:2;531.txt:2;637.txt:2;1401.txt:2;224.txt:2;46.txt:2;1404.txt:2;692.txt:2;1399.txt:2;401.txt:2;1040.txt:2;788.txt:2;1125.txt:2;52.txt:2;1213.txt:2;351.txt:2;133.txt:2;1212.txt:2;604.txt:2;1260.txt:2;1020.txt:2;702.txt:2;1330.txt:2;570.txt:2;1304.txt:2;1041.txt:2;1241.txt:2;949.txt:2;1114.txt:2;1281.txt:2;103.txt:2;1131.txt:2;392.txt:2;1355.txt:2;680.txt:2;260.txt:2;584.txt:2;815.txt:2;225.txt:2;1372.txt:2;997.txt:2;1143.txt:2;292.txt:2;39.txt:2;898.txt:2;186.txt:2;473.txt:2;438.txt:2;979.txt:2;881.txt:2;1328.txt:2;1166.txt:2;809.txt:2;280.txt:2;
0	280.txt:11;
001	642.txt:2;1420.txt:2;623.txt:2;1160.txt:2;876.txt:2;1321.txt:2;145.txt:2;1368.txt:2;1383.txt:2;331.txt:2;386.txt:2;966.txt:2;559.txt:2;1387.txt:2;982.txt:2;1313.txt:2;1417.txt:2;1227.txt:2;87.txt:2;
0	87.txt:11;
001	1097.txt:2;112.txt:2;
0	112.txt:11;
001	1271.txt:2;232.txt:2;1411.txt:2;1059.txt:2;33.txt:2;
00	33.txt:1;
001	558.txt:2;1044.txt:2;1334.txt:2;464.txt:2;1423.txt:2;173.txt:2;873.txt:2;1314.txt:2;1052.txt:2;1392.txt:2;264.txt:2;1288.txt:2;355.txt:2;760.txt:2;134.txt:2;1242.txt:2;1094.txt:2;449.txt:2;1305.txt:2;1012.txt:2;843.txt:2;462.txt:2;1026.txt:2;27.txt:2;869.txt:2;275.txt:2;774.txt:2;1190.txt:2;185.txt:2;532.txt:2;1042.txt:2;806.txt:2;296.txt:2;525.txt:2;391.txt:2;576.txt:2;1256.txt:2;463.txt:2;681.txt:2;1185.txt:2;747.txt:2;441.txt:2;421.txt:2;402.txt:2;115.txt:2;819.txt:2;699.txt:2;782.txt:2;1035.txt:2;523.txt:2;276.txt:2;915.txt:2;1045.txt:2;109.txt:2;156.txt:2;1345.txt:2;1335.txt:2;281.txt:2;1024.txt:2;802.txt:2;1226.txt:2;962.txt:2;776.txt:2;1187.txt:2;1413.txt:2;1322.txt:2;638.txt:2;1122.txt:2;1099.txt:2;933.txt:2;1074.txt:2;1380.txt:2;158.txt:2;726.txt:2;440.txt:2;1208.txt:2;1197.txt:2;988.txt:2;197.txt:2;
0	197.txt:11;
001	805.txt:2;1363.txt:2;341.txt:2;196.txt:2;1199.txt:2;387.txt:2;780.txt:2;1148.txt:2;199.txt:2;3.txt:2;1096.txt:2;1332.txt:2;927.txt:2;1009.txt:2;385.txt:2;893.txt:2;1155.txt:2;797.txt:2;792.txt:2;117.txt:2;618.txt:2;828.txt:2;746.txt:2;749.txt:2;146.txt:2;93.txt:2;152.txt:2;1051.txt:2;48.txt:2;785.txt:2;394.txt:2;482.txt:2;583.txt:2;967.txt:2;891.txt:2;268.txt:2;719.txt:2;384.txt:2;567.txt:2;187.txt:2;169.txt:2;140.txt:2;547.txt:2;537.txt:2;950.txt:2;1128.txt:2;538.txt:2;1013.txt:2;925.txt:2;615.txt:2;829.txt:2;352.txt:2;685.txt:2;88.txt:2;705.txt:2;1.txt:2;427.txt:2;683.txt:2;1390.txt:2;963.txt:2;1156.txt:2;431.txt:2;1056.txt:2;1272.txt:2;751.txt:2;1268.txt:2;49.txt:2;626.txt:2;1292.txt:2;736.txt:2;1054.txt:2;1219.txt:2;959.txt:2;287.txt:2;
0	287.txt:11;
001	101.txt:2;454.txt:2;144.txt:2;1118.txt:2;240.txt:2;371.txt:2;923.txt:2;789.txt:2;779.txt:2;821.txt:2;364.txt:2;1093.txt:2;237.txt:2;897.txt:2;842.txt:2;902.txt:2;1048.txt:2;1211.txt:2;356.txt:2;540.txt:2;1142.txt:2;1117.txt:2;1032.txt:2;1082.txt:2;483.txt:2;265.txt:2;535.txt:2;931.txt:2;1349.txt:2;114.txt:2;635.txt:2;249.txt:2;742.txt:2;345.txt:2;1210.txt:2;1036.txt:2;518.txt:2;796.txt:2;858.txt:2;116.txt:2;488.txt:2;1251.txt:2;74.txt:2;636.txt:2;1209.txt:2;239.txt:2;1103.txt:2;95.txt:2;602.txt:2;768.txt:2;566.txt:2;211.txt:2;319.txt:2;1108.txt:2;808.txt:2;1375.txt:2;165.txt:2;1231.txt:2;330.txt:2;17.txt:2;
0	17.txt:11;
001	928.txt:2;271.txt:2;932.txt:2;1360.txt:2;920.txt:2;816.txt:2;961.txt:2;921.txt:2;697.txt:2;25.txt:2;
0	25.txt:11;
001	469.txt:2;298.txt:2;471.txt:2;254.txt:2;528.txt:2;1106.txt:2;1364.txt:2;399.txt:2;1135.txt:2;1239.txt:2;270.txt:2;40.txt:2;654.txt:2;283.txt:2;439.txt:2;1261.txt:2;686.txt:2;801.txt:2;231.txt:2;262.txt:2;
0	262.txt:11;
001	969.txt:2;1196.txt:2;1067.txt:2;634.txt:2;1237.txt:2;1033.txt:2;244.txt:2;712.txt:2;467.txt:2;189.txt:2;1139.txt:2;250.txt:2;172.txt:2;1007.txt:2;1084.txt:2;459.txt:2;36.txt:2;263.txt:2;739.txt:2;1407.txt:2;564.txt:2;924.txt:2;652.txt:2;267.txt:2;1068.txt:2;841.txt:2;247.txt:2;787.txt:2;316.txt:2;1250.txt:2;1331.txt:2;633.txt:2;338.txt:2;1017.txt:2;769.txt:2;343.txt:2;433.txt:2;1295.txt:2;1293.txt:2;334.txt:2;16.txt:2;
0	16.txt:11;
001	609.txt:2;899.txt:2;1085.txt:2;926.txt:2;1157.txt:2;452.txt:2;972.txt:2;1378.txt:2;1050.txt:2;800.txt:2;1162.txt:2;512.txt:2;591.txt:2;201.txt:2;325.txt:2;1175.txt:2;18.txt:2;
0	18.txt:11;
001	1176.txt:2;980.txt:2;994.txt:2;203.txt:2;974.txt:2;1311.txt:2;259.txt:2;
0	259.txt:11;
001	272.txt:2;575.txt:2;1309.txt:2;1154.txt:2;314.txt:2;
0	314.txt:11;
001	991.txt:2;1105.txt:2;208.txt:2;682.txt:2;1121.txt:2;1394.txt:2;509.txt:2;536.txt:2;381.txt:2;1359.txt:2;179.txt:2;1149.txt:2;1421.txt:2;213.txt:2;711.txt:2;616.txt:2;128.txt:2;
0	128.txt:11;
001	560.txt:2;1206.txt:2;252.txt:2;182.txt:2;166.txt:2;758.txt:2;58.txt:2;200.txt:2;1002.txt:2;826.txt:2;273.txt:2;1400.txt:2;1232.txt:2;887.txt:2;621.txt:2;1015.txt:2;38.txt:2;862.txt:2;772.txt:2;1123.txt:2;1145.txt:2;170.txt:2;825.txt:2;370.txt:2;94.txt:2;1406.txt:2;422.txt:2;1326.txt:2;1393.txt:2;1003.txt:2;35.txt:2;886.txt:2;662.txt:2;594.txt:2;123.txt:2;
0	123.txt:11;
001	255.txt:2;644.txt:2;658.txt:2;234.txt:2;315.txt:2;132.txt:2;748.txt:2;21.txt:2;
0	21.txt:11;
001	1236.txt:2;848.txt:2;2.txt:2;580.txt:2;526.txt:2;378.txt:2;973.txt:2;1158.txt:2;406.txt:2;908.txt:2;215.txt:2;501.txt:2;919.txt:2;72.txt:2;205.txt:2;1169.txt:2;958.txt:2;1062.txt:2;19.txt:2;176.txt:2;96.txt:2;470.txt:2;763.txt:2;75.txt:2;864.txt:2;647.txt:2;750.txt:2;97.txt:2;214.txt:2;212.txt:2;1357.txt:2;1336.txt:2;708.txt:2;922.txt:2;833.txt:2;216.txt:2;993.txt:2;290.txt:2;183.txt:2;1066.txt:2;489.txt:2;1193.txt:2;220.txt:2;6.txt:2;762.txt:2;204.txt:2;1008.txt:2;771.txt:2;595.txt:2;1352.txt:2;131.txt:2;198.txt:2;1391.txt:2;5.txt:2;190.txt:2;
0	190.txt:11;
001	302.txt:2;1403.txt:2;219.txt:2;23.txt:2;
0	23.txt:11;
001	1376.txt:2;1200.txt:2;728.txt:2;723.txt:2;1373.txt:2;361.txt:2;561.txt:2;217.txt:2;218.txt:2;676.txt:2;495.txt:2;1168.txt:2;404.txt:2;42.txt:2;
0	42.txt:11;
001	1323.txt:2;735.txt:2;1312.txt:2;877.txt:2;174.txt:2;277.txt:2;964.txt:2;568.txt:2;147.txt:2;279.txt:2;1356.txt:2;278.txt:2;
0	278.txt:11;
001	194.txt:2;
0	194.txt:11;
001	1217.txt:2;863.txt:2;180.txt:2;221.txt:2;416.txt:2;210.txt:2;108.txt:2;104.txt:2;544.txt:2;294.txt:2;274.txt:2;390.txt:2;269.txt:2;894.txt:2;7.txt:2;
0	7.txt:11;
001	84.txt:2;1354.txt:2;818.txt:2;20.txt:2;
0	20.txt:11;
001	674.txt:2;14.txt:2;
0	14.txt:11;
001	741.txt:2;432.txt:2;1063.txt:2;691.txt:2;161.txt:2;732.txt:2;67.txt:2;
0	67.txt:11;
001	880.txt:2;11.txt:2;
0	11.txt:11;
001	388.txt:2;261.txt:2;494.txt:2;9.txt:2;
0	9.txt:11;
001	10.txt:2;
0	10.txt:11;
001	15.txt:2;
0	15.txt:11;
001	670.txt:2;571.txt:2;916.txt:2;1396.txt:2;13.txt:2;
0	13.txt:11;
001	12.txt:2;
0	12.txt:11;
001	617.txt:2;436.txt:2;574.txt:2;28.txt:2;
0	28.txt:11;
001	753.txt:2;1279.txt:2;256.txt:2;1361.txt:2;1287.txt:2;1172.txt:2;251.txt:2;1129.txt:2;1381.txt:2;675.txt:2;4.txt:2;484.txt:2;952.txt:2;1221.txt:2;1339.txt:2;1310.txt:2;1306.txt:2;975.txt:2;1104.txt:2;164.txt:2;192.txt:2;321.txt:2;227.txt:2;122.txt:2;1077.txt:2;569.txt:2;1098.txt:2;121.txt:2;
0	121.txt:11;
001	794.txt:2;31.txt:2;
0	31.txt:11;
001	1064.txt:2;139.txt:2;458.txt:2;1069.txt:2;284.txt:2;124.txt:2;468.txt:2;460.txt:2;1150.txt:2;1061.txt:2;1073.txt:2;506.txt:2;1091.txt:2;1126.txt:2;1346.txt:2;1229.txt:2;376.txt:2;850.txt:2;942.txt:2;339.txt:2;1316.txt:2;823.txt:2;1301.txt:2;1027.txt:2;157.txt:2;995.txt:2;577.txt:2;45.txt:2;
0	45.txt:11;
001	398.txt:2;698.txt:2;346.txt:2;1254.txt:2;241.txt:2;1095.txt:2;784.txt:2;1296.txt:2;1280.txt:2;517.txt:2;799.txt:2;443.txt:2;160.txt:2;992.txt:2;688.txt:2;1029.txt:2;970.txt:2;601.txt:2;89.txt:2;191.txt:2;
0	191.txt:11;
001	253.txt:2;425.txt:2;696.txt:2;1265.txt:2;703.txt:2;56.txt:2;756.txt:2;562.txt:2;1216.txt:2;91.txt:2;813.txt:2;906.txt:2;1416.txt:2;861.txt:2;1030.txt:2;486.txt:2;342.txt:2;578.txt:2;730.txt:2;1075.txt:2;1102.txt:2;
0	1102.txt:11;
001	59.txt:2;113.txt:2;
0	113.txt:11;
001	258.txt:2;649.txt:2;820.txt:2;143.txt:2;889.txt:2;65.txt:2;918.txt:2;47.txt:2;1234.txt:2;1274.txt:2;235.txt:2;885.txt:2;600.txt:2;913.txt:2;587.txt:2;206.txt:2;901.txt:2;57.txt:2;34.txt:2;202.txt:2;177.txt:2;610.txt:2;418.txt:2;710.txt:2;622.txt:2;64.txt:2;
0	64.txt:11;
001	1342.txt:2;1198.txt:2;624.txt:2;68.txt:2;332.txt:2;1165.txt:2;474.txt:2;1379.txt:2;701.txt:2;1377.txt:2;689.txt:2;62.txt:2;
0	62.txt:11;
001	839.txt:2;1395.txt:2;
00	1395.txt:1;
001	722.txt:2;492.txt:2;1340.txt:2;539.txt:2;870.txt:2;286.txt:2;
0	286.txt:11;
001	1318.txt:2;1201.txt:2;135.txt:2;900.txt:2;1245.txt:2;1276.txt:2;69.txt:2;693.txt:2;1127.txt:2;1092.txt:2;1137.txt:2;838.txt:2;629.txt:2;1402.txt:2;1341.txt:2;83.txt:2;100.txt:2;1246.txt:2;375.txt:2;589.txt:2;1047.txt:2;588.txt:2;379.txt:2;312.txt:2;1278.txt:2;389.txt:2;1214.txt:2;326.txt:2;628.txt:2;603.txt:2;282.txt:2;1141.txt:2;514.txt:2;684.txt:2;138.txt:2;812.txt:2;1178.txt:2;184.txt:2;98.txt:2;883.txt:2;1224.txt:2;985.txt:2;999.txt:2;1277.txt:2;1164.txt:2;498.txt:2;491.txt:2;951.txt:2;733.txt:2;485.txt:2;664.txt:2;1233.txt:2;32.txt:2;90.txt:2;1365.txt:2;478.txt:2;420.txt:2;1275.txt:2;1300.txt:2;1286.txt:2;396.txt:2;754.txt:2;904.txt:2;579.txt:2;1222.txt:2;608.txt:2;910.txt:2;327.txt:2;451.txt:2;944.txt:2;530.txt:2;827.txt:2;1386.txt:2;727.txt:2;1037.txt:2;777.txt:2;874.txt:2;553.txt:2;854.txt:2;998.txt:2;1366.txt:2;717.txt:2;943.txt:2;434.txt:2;1374.txt:2;309.txt:2;154.txt:2;233.txt:2;340.txt:2;791.txt:2;786.txt:2;408.txt:2;673.txt:2;1319.txt:2;429.txt:2;110.txt:2;521.txt:2;810.txt:2;865.txt:2;1249.txt:2;960.txt:2;519.txt:2;945.txt:2;297.txt:2;548.txt:2;849.txt:2;556.txt:2;761.txt:2;852.txt:2;934.txt:2;1299.txt:2;405.txt:2;1290.txt:2;516.txt:2;706.txt:2;377.txt:2;695.txt:2;382.txt:2;1267.txt:2;41.txt:2;1004.txt:2;743.txt:2;106.txt:2;1140.txt:2;51.txt:2;1343.txt:2;159.txt:2;1204.txt:2;419.txt:2;645.txt:2;971.txt:2;650.txt:2;324.txt:2;359.txt:2;242.txt:2;766.txt:2;990.txt:2;955.txt:2;120.txt:2;
0	120.txt:11;
001	572.txt:2;1060.txt:2;984.txt:2;1419.txt:2;358.txt:2;857.txt:2;844.txt:2;914.txt:2;54.txt:2;1225.txt:2;694.txt:2;162.txt:2;1297.txt:2;148.txt:2;745.txt:2;446.txt:2;872.txt:2;795.txt:2;1264.txt:2;1410.txt:2;81.txt:2;504.txt:2;8.txt:2;
0	8.txt:11;
001	630.txt:2;671.txt:2;295.txt:2;1173.txt:2;1253.txt:2;554.txt:2;151.txt:2;
0	151.txt:11;
001	395.txt:2;497.txt:2;318.txt:2;455.txt:2;534.txt:2;1079.txt:2;44.txt:2;
0	44.txt:11;
001	383.txt:2;878.txt:2;118.txt:2;1367.txt:2;565.txt:2;1289.txt:2;529.txt:2;1244.txt:2;209.txt:2;136.txt:2;357.txt:2;353.txt:2;677.txt:2;372.txt:2;700.txt:2;859.txt:2;337.txt:2;946.txt:2;374.txt:2;718.txt:2;444.txt:2;1263.txt:2;976.txt:2;1124.txt:2;552.txt:2;1350.txt:2;986.txt:2;181.txt:2;655.txt:2;1285.txt:2;266.txt:2;150.txt:2;1218.txt:2;1255.txt:2;1351.txt:2;125.txt:2;930.txt:2;968.txt:2;830.txt:2;1179.txt:2;770.txt:2;223.txt:2;1389.txt:2;1188.txt:2;767.txt:2;1055.txt:2;1053.txt:2;648.txt:2;142.txt:2;1424.txt:2;1202.txt:2;835.txt:2;1425.txt:2;380.txt:2;1324.txt:2;1152.txt:2;1270.txt:2;725.txt:2;524.txt:2;171.txt:2;472.txt:2;411.txt:2;665.txt:2;407.txt:2;1291.txt:2;783.txt:2;1333.txt:2;477.txt:2;24.txt:2;
0	24.txt:11;
001	625.txt:2;1258.txt:2;845.txt:2;1307.txt:2;1220.txt:2;1083.txt:2;245.txt:2;1192.txt:2;168.txt:2;300.txt:2;500.txt:2;502.txt:2;333.txt:2;911.txt:2;1228.txt:2;413.txt:2;714.txt:2;285.txt:2;
0	285.txt:11;
001	66.txt:2;
0	66.txt:11;
